strain_name,plate_pos,date_collection,site_collection,plant_num,leaf_num,OTU_assignment
plate24.H1,H1,23_3_2016,Eyach,323,a,OTU1
plate24.H10,H10,23_3_2016,Eyach,257,b,OTU1
plate24.H11,H11,23_3_2016,Eyach,322,b,OTU1
plate24.H2,H2,23_3_2016,Eyach,304,a,OTU1
plate24.H3,H3,23_3_2016,Eyach,308,b,OTU1
plate24.H4,H4,23_3_2016,Eyach,271,b,OTU1
plate24.H5,H5,23_3_2016,Eyach,329,b,OTU1
plate24.H6,H6,23_3_2016,Eyach,248,a,OTU1
plate24.H7,H7,23_3_2016,Eyach,325,a,OTU1
plate24.H8,H8,23_3_2016,Eyach,326,a,OTU1
plate24.H9,H9,23_3_2016,Eyach,321,a,OTU1
plate25.A1,A1,23_3_2016,Eyach,320,b,OTU1
plate25.A10,A10,23_3_2016,Eyach,273,a,OTU1
plate25.A11,A11,23_3_2016,Eyach,268,b,OTU1
plate25.A12,A12,23_3_2016,Eyach,261,b,OTU1
plate25.A2,A2,23_3_2016,Eyach,311,b,OTU1
plate25.A3,A3,23_3_2016,Eyach,288,b,OTU1
plate25.A4,A4,23_3_2016,Eyach,305,b,OTU1
plate25.A5,A5,23_3_2016,Eyach,315,b,OTU1
plate25.A7,A7,23_3_2016,Eyach,283,b,OTU1
plate25.A8,A8,23_3_2016,Eyach,300,a,OTU1
plate25.A9,A9,23_3_2016,Eyach,286,a,OTU1
plate25.B1,B1,23_3_2016,Eyach,320,b,OTU1
plate25.B10,B10,23_3_2016,Eyach,273,a,OTU1
plate25.B11,B11,23_3_2016,Eyach,268,b,OTU1
plate25.B12,B12,23_3_2016,Eyach,261,b,OTU1
plate25.B2,B2,23_3_2016,Eyach,311,b,OTU1
plate25.B3,B3,23_3_2016,Eyach,288,b,OTU1
plate25.B4,B4,23_3_2016,Eyach,305,b,OTU1
plate25.B5,B5,23_3_2016,Eyach,315,b,OTU1
plate25.B7,B7,23_3_2016,Eyach,283,b,OTU1
plate25.B8,B8,23_3_2016,Eyach,300,a,OTU1
plate25.B9,B9,23_3_2016,Eyach,286,a,OTU1
plate25.C1,C1,23_3_2016,Eyach,320,b,OTU1
plate25.C10,C10,23_3_2016,Eyach,273,a,OTU1
plate25.C11,C11,23_3_2016,Eyach,268,b,OTU1
plate25.C12,C12,23_3_2016,Eyach,261,b,OTU1
plate25.C2,C2,23_3_2016,Eyach,311,b,OTU1
plate25.C3,C3,23_3_2016,Eyach,288,b,OTU1
plate25.C4,C4,23_3_2016,Eyach,305,b,OTU1
plate25.C5,C5,23_3_2016,Eyach,315,b,OTU1
plate25.C7,C7,23_3_2016,Eyach,283,b,OTU1
plate25.C8,C8,23_3_2016,Eyach,300,a,OTU1
plate25.C9,C9,23_3_2016,Eyach,286,a,OTU1
plate25.D1,D1,23_3_2016,Eyach,320,b,OTU1
plate25.D10,D10,23_3_2016,Eyach,273,a,OTU1
plate25.D11,D11,23_3_2016,Eyach,268,b,OTU1
plate25.D12,D12,23_3_2016,Eyach,261,b,OTU1
plate25.D2,D2,23_3_2016,Eyach,311,b,OTU1
plate25.D3,D3,23_3_2016,Eyach,288,b,OTU1
plate25.D4,D4,23_3_2016,Eyach,305,b,OTU1
plate25.D5,D5,23_3_2016,Eyach,315,b,OTU1
plate25.D7,D7,23_3_2016,Eyach,283,b,OTU1
plate25.D8,D8,23_3_2016,Eyach,300,a,OTU1
plate25.D9,D9,23_3_2016,Eyach,286,a,OTU1
plate25.E1,E1,23_3_2016,Eyach,320,b,OTU1
plate25.E10,E10,23_3_2016,Eyach,273,a,OTU1
plate25.E11,E11,23_3_2016,Eyach,268,b,OTU1
plate25.E12,E12,23_3_2016,Eyach,261,b,OTU1
plate25.E2,E2,23_3_2016,Eyach,311,b,OTU1
plate25.E3,E3,23_3_2016,Eyach,288,b,OTU1
plate25.E4,E4,23_3_2016,Eyach,305,b,OTU1
plate25.E5,E5,23_3_2016,Eyach,315,b,OTU1
plate25.E7,E7,23_3_2016,Eyach,283,b,OTU1
plate25.E8,E8,23_3_2016,Eyach,300,a,OTU1
plate25.E9,E9,23_3_2016,Eyach,286,a,OTU1
plate25.F1,F1,23_3_2016,Eyach,320,b,OTU1
plate25.F10,F10,23_3_2016,Eyach,273,a,OTU1
plate25.F11,F11,23_3_2016,Eyach,268,b,OTU1
plate25.F12,F12,23_3_2016,Eyach,261,b,OTU1
plate25.F2,F2,23_3_2016,Eyach,311,b,OTU1
plate25.F3,F3,23_3_2016,Eyach,288,b,OTU1
plate25.F4,F4,23_3_2016,Eyach,305,b,OTU1
plate25.F5,F5,23_3_2016,Eyach,315,b,OTU1
plate25.F7,F7,23_3_2016,Eyach,283,b,OTU1
plate25.F8,F8,23_3_2016,Eyach,300,a,OTU1
plate25.F9,F9,23_3_2016,Eyach,286,a,OTU1
plate25.G1,G1,23_3_2016,Eyach,320,b,OTU1
plate25.G10,G10,23_3_2016,Eyach,273,a,OTU1
plate25.G11,G11,23_3_2016,Eyach,268,b,OTU1
plate25.G12,G12,23_3_2016,Eyach,261,b,OTU1
plate25.G2,G2,23_3_2016,Eyach,311,b,OTU1
plate25.G3,G3,23_3_2016,Eyach,288,b,OTU1
plate25.G4,G4,23_3_2016,Eyach,305,b,OTU1
plate25.G5,G5,23_3_2016,Eyach,315,b,OTU1
plate25.G7,G7,23_3_2016,Eyach,283,b,OTU1
plate25.G8,G8,23_3_2016,Eyach,300,a,OTU1
plate25.G9,G9,23_3_2016,Eyach,286,a,OTU1
plate25.H1,H1,23_3_2016,Eyach,320,b,OTU1
plate25.H10,H10,23_3_2016,Eyach,273,a,OTU1
plate25.H11,H11,23_3_2016,Eyach,268,b,OTU1
plate25.H12,H12,23_3_2016,Eyach,261,b,OTU1
plate25.H2,H2,23_3_2016,Eyach,311,b,OTU1
plate25.H3,H3,23_3_2016,Eyach,288,b,OTU1
plate25.H4,H4,23_3_2016,Eyach,305,b,OTU1
plate25.H5,H5,23_3_2016,Eyach,315,b,OTU1
plate25.H7,H7,23_3_2016,Eyach,283,b,OTU1
plate25.H8,H8,23_3_2016,Eyach,300,a,OTU1
plate25.H9,H9,23_3_2016,Eyach,286,a,OTU1
plate26.A1,A1,23_3_2016,Eyach,324,b,OTU1
plate26.A10,A10,23_3_2016,Eyach,248,a,OTU1
plate26.A2,A2,23_3_2016,Eyach,280,b,OTU1
plate26.A4,A4,23_3_2016,Eyach,328,b,OTU1
plate26.A5,A5,23_3_2016,Eyach,295,b,OTU1
plate26.A7,A7,23_3_2016,Eyach,302,a,OTU1
plate26.A8,A8,23_3_2016,Eyach,294,a,OTU1
plate26.A9,A9,23_3_2016,Eyach,310,a,OTU1
plate26.B1,B1,23_3_2016,Eyach,324,b,OTU1
plate26.B10,B10,31_3_2016,Det-2,365,a,OTU1
plate26.B2,B2,23_3_2016,Eyach,280,b,OTU1
plate26.B3,B3,23_3_2016,Eyach,274,b,OTU1
plate26.B4,B4,23_3_2016,Eyach,295,b,OTU1
plate26.B5,B5,23_3_2016,Eyach,302,a,OTU1
plate26.B6,B6,23_3_2016,Eyach,294,a,OTU1
plate26.B7,B7,31_3_2016,Pfrondorf2,420,a,OTU1
plate26.B8,B8,31_3_2016,Pfrondorf2,408,a,OTU1
plate26.C1,C1,23_3_2016,Eyach,324,b,OTU1
plate26.C10,C10,31_3_2016,Det-2,364,a,OTU3
plate26.C2,C2,23_3_2016,Eyach,280,b,OTU1
plate26.C3,C3,23_3_2016,Eyach,295,b,OTU1
plate26.C4,C4,23_3_2016,Eyach,302,a,OTU1
plate26.C5,C5,23_3_2016,Eyach,294,a,OTU1
plate26.C7,C7,23_3_2016,Eyach,263,b,OTU1
plate26.C9,C9,31_3_2016,Det-2,364,a,OTU3
plate26.D1,D1,23_3_2016,Eyach,324,b,OTU1
plate26.D2,D2,23_3_2016,Eyach,280,b,OTU1
plate26.D3,D3,23_3_2016,Eyach,295,b,OTU1
plate26.D4,D4,23_3_2016,Eyach,302,a,OTU1
plate26.D5,D5,23_3_2016,Eyach,294,a,OTU1
plate26.D6,D6,23_3_2016,Eyach,263,b,OTU1
plate26.D7,D7,31_3_2016,Pfrondorf2,351,b,OTU1
plate26.D8,D8,31_3_2016,Pfrondorf2,351,b,OTU1
plate26.D9,D9,31_3_2016,Det-2,363,a,OTU6
plate26.E1,E1,23_3_2016,Eyach,324,b,OTU1
plate26.E10,E10,31_3_2016,Pfrondorf2,351,b,OTU1
plate26.E2,E2,23_3_2016,Eyach,280,b,OTU1
plate26.E3,E3,23_3_2016,Eyach,295,b,OTU1
plate26.E4,E4,23_3_2016,Eyach,302,a,OTU1
plate26.E5,E5,23_3_2016,Eyach,294,a,OTU1
plate26.E6,E6,31_3_2016,Det-2,422,b,OTU1
plate26.E7,E7,31_3_2016,Pfrondorf2,357,b,OTU1
plate26.E8,E8,31_3_2016,Pfrondorf2,357,b,OTU1
plate26.E9,E9,31_3_2016,Pfrondorf2,351,b,OTU1
plate26.F1,F1,23_3_2016,Eyach,324,b,OTU1
plate26.F10,F10,31_3_2016,Pfrondorf2,357,b,OTU1
plate26.F2,F2,23_3_2016,Eyach,280,b,OTU1
plate26.F3,F3,23_3_2016,Eyach,295,b,OTU1
plate26.F4,F4,23_3_2016,Eyach,302,a,OTU1
plate26.F5,F5,23_3_2016,Eyach,294,a,OTU1
plate26.F6,F6,31_3_2016,Pfrondorf2,408,a,OTU8
plate26.F7,F7,31_3_2016,Pfrondorf2,375,b,OTU3
plate26.F8,F8,31_3_2016,Pfrondorf2,352,a,OTU1
plate26.F9,F9,31_3_2016,Pfrondorf2,357,b,OTU1
plate26.G1,G1,23_3_2016,Eyach,324,b,OTU1
plate26.G10,G10,31_3_2016,Pfrondorf2,352,a,OTU1
plate26.G2,G2,23_3_2016,Eyach,280,b,OTU1
plate26.G3,G3,23_3_2016,Eyach,295,b,OTU1
plate26.G4,G4,23_3_2016,Eyach,302,a,OTU1
plate26.G5,G5,23_3_2016,Eyach,294,a,OTU1
plate26.G6,G6,23_3_2016,Eyach,263,b,OTU1
plate26.G7,G7,31_3_2016,Pfrondorf2,352,a,OTU1
plate26.G8,G8,31_3_2016,Pfrondorf2,374,a,OTU1
plate26.G9,G9,31_3_2016,Pfrondorf2,352,a,OTU1
plate26.H1,H1,23_3_2016,Eyach,324,b,OTU1
plate26.H2,H2,23_3_2016,Eyach,280,b,OTU1
plate26.H3,H3,23_3_2016,Eyach,295,b,OTU1
plate26.H4,H4,23_3_2016,Eyach,302,a,OTU1
plate26.H5,H5,23_3_2016,Eyach,294,a,OTU1
plate26.H6,H6,23_3_2016,Eyach,263,b,OTU1
plate26.H7,H7,31_3_2016,Pfrondorf2,374,a,OTU1
plate26.H8,H8,31_3_2016,Pfrondorf2,408,a,OTU1
plate26.H9,H9,31_3_2016,Det-2,422,b,OTU1
plate27.A1,A1,31_3_2016,Det-2,387,b,OTU1
plate27.A2,A2,31_3_2016,Pfrondorf2,388,a,OTU1
plate27.A3,A3,31_3_2016,Det-2,387,b,OTU1
plate27.A6,A6,31_3_2016,Pfrondorf2,351,b,OTU1
plate27.A7,A7,31_3_2016,Pfrondorf2,351,b,OTU1
plate27.B1,B1,31_3_2016,Pfrondorf2,388,a,OTU1
plate27.B2,B2,31_3_2016,Pfrondorf2,388,a,OTU1
plate27.B3,B3,31_3_2016,Pfrondorf2,388,a,OTU1
plate27.B4,B4,31_3_2016,Det-2,387,b,OTU1
plate27.B6,B6,31_3_2016,Pfrondorf2,339,b,OTU1
plate27.B7,B7,31_3_2016,Pfrondorf2,339,b,OTU1
plate27.C5,C5,31_3_2016,Pfrondorf2,408,a,OTU5
plate27.C6,C6,31_3_2016,Pfrondorf2,374,a,OTU1
plate27.D5,D5,31_3_2016,Pfrondorf2,408,a,OTU1
plate27.D6,D6,31_3_2016,Pfrondorf2,408,a,OTU1
plate27.E1,E1,31_3_2016,Det-2,387,b,OTU1
plate27.E2,E2,31_3_2016,Det-2,387,b,OTU1
plate27.E5,E5,31_3_2016,Pfrondorf2,425,a,OTU1
plate27.E6,E6,31_3_2016,Pfrondorf2,351,b,OTU1
plate27.F2,F2,31_3_2016,Pfrondorf2,388,a,OTU1
plate27.F3,F3,31_3_2016,Det-2,387,b,OTU1
plate27.F4,F4,31_3_2016,Det-2,387,b,OTU1
plate27.F5,F5,31_3_2016,Pfrondorf2,339,b,OTU1
plate27.F6,F6,31_3_2016,Pfrondorf2,339,b,OTU1
plate27.G3,G3,31_3_2016,Pfrondorf2,388,a,OTU1
plate27.G5,G5,31_3_2016,Pfrondorf2,374,a,OTU1
plate27.G6,G6,31_3_2016,Det-2,422,b,OTU1
plate27.H4,H4,31_3_2016,Pfrondorf2,388,a,OTU1
plate27.H5,H5,31_3_2016,Pfrondorf2,388,a,OTU1
plate3.A1,A1,11_12_2015,Eyach,107,a,OTU1
plate3.A10,A10,11_12_2015,Eyach,153,b,OTU1
plate3.A11,A11,11_12_2015,Eyach,171,b,OTU1
plate3.A12,A12,11_12_2015,Eyach,171,b,OTU1
plate3.A2,A2,11_12_2015,Eyach,107,a,OTU1
plate3.A3,A3,11_12_2015,Eyach,160,b,OTU1
plate3.A4,A4,11_12_2015,Eyach,160,b,OTU1
plate3.A5,A5,11_12_2015,Eyach,101,a,OTU1
plate3.A6,A6,11_12_2015,Eyach,97,a,OTU1
plate3.A7,A7,11_12_2015,Eyach,97,a,OTU1
plate3.A8,A8,11_12_2015,Eyach,136,a,OTU1
plate3.A9,A9,11_12_2015,Eyach,111,a,OTU1
plate3.B1,B1,11_12_2015,Eyach,107,a,OTU1
plate3.B10,B10,11_12_2015,Eyach,171,b,OTU1
plate3.B11,B11,11_12_2015,Eyach,171,b,OTU1
plate3.B12,B12,11_12_2015,Eyach,181,b,OTU1
plate3.B2,B2,11_12_2015,Eyach,107,a,OTU1
plate3.B4,B4,11_12_2015,Eyach,160,b,OTU1
plate3.B5,B5,11_12_2015,Eyach,101,a,OTU1
plate3.B6,B6,11_12_2015,Eyach,97,a,OTU1
plate3.B7,B7,11_12_2015,Eyach,97,a,OTU1
plate3.B8,B8,11_12_2015,Eyach,136,a,OTU1
plate3.B9,B9,11_12_2015,Eyach,111,a,OTU1
plate3.C1,C1,11_12_2015,Eyach,116,a,OTU1
plate3.C10,C10,11_12_2015,Eyach,137,a,OTU1
plate3.C11,C11,11_12_2015,Eyach,137,a,OTU1
plate3.C12,C12,11_12_2015,Eyach,181,b,OTU1
plate3.C2,C2,11_12_2015,Eyach,182,b,OTU1
plate3.C3,C3,11_12_2015,Eyach,182,b,OTU1
plate3.C4,C4,11_12_2015,Eyach,103,a,OTU1
plate3.C5,C5,11_12_2015,Eyach,139,a,OTU4
plate3.C6,C6,11_12_2015,Eyach,170,b,OTU1
plate3.C8,C8,11_12_2015,Eyach,159,b,OTU1
plate3.C9,C9,11_12_2015,Eyach,137,a,OTU1
plate3.D1,D1,11_12_2015,Eyach,116,a,OTU1
plate3.D10,D10,11_12_2015,Eyach,137,a,OTU1
plate3.D11,D11,11_12_2015,Eyach,137,a,OTU1
plate3.D2,D2,11_12_2015,Eyach,182,b,OTU1
plate3.D4,D4,11_12_2015,Eyach,103,a,OTU1
plate3.D5,D5,11_12_2015,Eyach,139,a,OTU4
plate3.D6,D6,11_12_2015,Eyach,170,b,OTU1
plate3.D8,D8,11_12_2015,Eyach,159,b,OTU1
plate3.D9,D9,11_12_2015,Eyach,137,a,OTU1
plate3.E1,E1,11_12_2015,Eyach,98,a,OTU2
plate3.E10,E10,11_12_2015,Eyach,106,a,OTU1
plate3.E11,E11,11_12_2015,Eyach,114,a,OTU1
plate3.E2,E2,11_12_2015,Eyach,98,a,OTU1
plate3.E4,E4,11_12_2015,Eyach,108,a,OTU1
plate3.E5,E5,11_12_2015,Eyach,123,a,OTU1
plate3.E6,E6,11_12_2015,Eyach,135,a,OTU1
plate3.E7,E7,11_12_2015,Eyach,99,a,OTU1
plate3.E8,E8,11_12_2015,Eyach,99,a,OTU1
plate3.E9,E9,11_12_2015,Eyach,106,a,OTU1
plate3.F1,F1,11_12_2015,Eyach,98,a,OTU1
plate3.F10,F10,11_12_2015,Eyach,114,a,OTU1
plate3.F11,F11,11_12_2015,Eyach,152,b,OTU1
plate3.F12,F12,11_12_2015,Eyach,152,b,OTU1
plate3.F2,F2,11_12_2015,Eyach,98,a,OTU1
plate3.F5,F5,11_12_2015,Eyach,123,a,OTU1
plate3.F6,F6,11_12_2015,Eyach,135,a,OTU1
plate3.F7,F7,11_12_2015,Eyach,99,a,OTU1
plate3.F8,F8,11_12_2015,Eyach,106,a,OTU1
plate3.G1,G1,11_12_2015,Eyach,114,a,OTU1
plate3.G11,G11,11_12_2015,Eyach,124,a,OTU2
plate3.G12,G12,11_12_2015,Eyach,124,a,OTU1
plate3.G2,G2,11_12_2015,Eyach,93,a,OTU1
plate3.G3,G3,11_12_2015,Eyach,93,a,OTU1
plate3.G4,G4,11_12_2015,Eyach,184,b,OTU1
plate3.G5,G5,11_12_2015,Eyach,119,a,OTU1
plate3.G6,G6,11_12_2015,Eyach,132,a,OTU1
plate3.G7,G7,11_12_2015,Eyach,132,a,OTU1
plate3.G8,G8,11_12_2015,Eyach,134,a,OTU1
plate3.G9,G9,11_12_2015,Eyach,134,a,OTU1
plate3.H1,H1,11_12_2015,Eyach,114,a,OTU1
plate3.H2,H2,11_12_2015,Eyach,93,a,OTU1
plate3.H5,H5,11_12_2015,Eyach,119,a,OTU1
plate3.H6,H6,11_12_2015,Eyach,132,a,OTU1
plate3.H7,H7,11_12_2015,Eyach,132,a,OTU1
plate3.H8,H8,11_12_2015,Eyach,134,a,OTU1
plate3.H9,H9,11_12_2015,Eyach,134,a,OTU1
plate4.A1,A1,11_12_2015,Eyach,181,b,OTU1
plate4.A10,A10,11_12_2015,Eyach,155,b,OTU1
plate4.A11,A11,11_12_2015,Eyach,155,b,OTU1
plate4.A2,A2,11_12_2015,Eyach,181,b,OTU1
plate4.A5,A5,11_12_2015,Eyach,152,b,OTU1
plate4.A6,A6,11_12_2015,Eyach,152,b,OTU1
plate4.A7,A7,11_12_2015,Eyach,124,a,OTU2
plate4.A8,A8,11_12_2015,Eyach,124,a,OTU2
plate4.A9,A9,11_12_2015,Eyach,155,b,OTU1
plate4.B1,B1,11_12_2015,Eyach,155,b,OTU1
plate4.B10,B10,11_12_2015,Eyach,100,a,OTU1
plate4.B11,B11,11_12_2015,Eyach,100,a,OTU1
plate4.B2,B2,11_12_2015,Eyach,177,b,OTU1
plate4.B3,B3,11_12_2015,Eyach,177,b,OTU1
plate4.B4,B4,11_12_2015,Eyach,164,b,OTU3
plate4.B5,B5,11_12_2015,Eyach,113,a,OTU4
plate4.B7,B7,11_12_2015,Eyach,180,b,OTU1
plate4.B8,B8,11_12_2015,Eyach,131,a,OTU1
plate4.B9,B9,11_12_2015,Eyach,131,a,OTU1
plate4.C1,C1,11_12_2015,Eyach,155,b,OTU1
plate4.C10,C10,11_12_2015,Eyach,100,a,OTU1
plate4.C11,C11,11_12_2015,Eyach,100,a,OTU1
plate4.C2,C2,11_12_2015,Eyach,177,b,OTU1
plate4.C3,C3,11_12_2015,Eyach,177,b,OTU1
plate4.C5,C5,11_12_2015,Eyach,113,a,OTU4
plate4.C6,C6,11_12_2015,Eyach,180,b,OTU2
plate4.C7,C7,11_12_2015,Eyach,180,b,OTU1
plate4.C8,C8,11_12_2015,Eyach,131,a,OTU1
plate4.C9,C9,11_12_2015,Eyach,131,a,OTU1
plate4.D1,D1,11_12_2015,Eyach,128,a,OTU1
plate4.D10,D10,11_12_2015,Eyach,173,b,OTU1
plate4.D11,D11,11_12_2015,Eyach,173,b,OTU2
plate4.D2,D2,11_12_2015,Eyach,183,b,OTU1
plate4.D3,D3,11_12_2015,Eyach,133,a,OTU1
plate4.D4,D4,11_12_2015,Eyach,133,a,OTU2
plate4.D6,D6,11_12_2015,Eyach,176,b,OTU1
plate4.D8,D8,11_12_2015,Eyach,179,b,OTU1
plate4.D9,D9,11_12_2015,Eyach,112,a,OTU1
plate4.E1,E1,11_12_2015,Eyach,128,a,OTU1
plate4.E3,E3,11_12_2015,Eyach,133,a,OTU2
plate4.E4,E4,11_12_2015,Eyach,133,a,OTU1
plate4.E5,E5,11_12_2015,Eyach,104,a,OTU1
plate4.E6,E6,11_12_2015,Eyach,176,b,OTU1
plate4.E8,E8,11_12_2015,Eyach,179,b,OTU1
plate4.E9,E9,11_12_2015,Eyach,112,a,OTU1
plate4.F1,F1,15_12_2015,Det-2,195,b,OTU1
plate4.F10,F10,15_12_2015,Det-2,191,a,OTU1
plate4.F11,F11,15_12_2015,Det-2,191,a,OTU1
plate4.F12,F12,15_12_2015,Det-2,191,a,OTU1
plate4.F2,F2,15_12_2015,Det-2,195,b,OTU1
plate4.F3,F3,15_12_2015,Det-2,195,b,OTU1
plate4.F4,F4,15_12_2015,Det-2,213,b,OTU1
plate4.F5,F5,15_12_2015,Det-2,213,b,OTU1
plate4.F8,F8,15_12_2015,Det-2,222,a,OTU2
plate4.F9,F9,15_12_2015,Det-2,191,a,OTU1
plate4.G1,G1,15_12_2015,Det-2,193,a,OTU3
plate4.G11,G11,15_12_2015,Det-2,205,b,OTU2
plate4.G2,G2,15_12_2015,Det-2,216,a,OTU8
plate4.G3,G3,15_12_2015,Det-2,216,a,OTU2
plate4.G4,G4,15_12_2015,Det-2,209,b,OTU1
plate4.G6,G6,15_12_2015,Det-2,219,a,OTU6
plate4.G8,G8,15_12_2015,Det-2,215,a,OTU1
plate4.G9,G9,15_12_2015,Det-2,215,a,OTU1
plate4.H1,H1,15_12_2015,Det-2,193,a,OTU3
plate4.H10,H10,15_12_2015,Det-2,189,a,OTU2
plate4.H11,H11,15_12_2015,Det-2,205,b,OTU2
plate4.H2,H2,15_12_2015,Det-2,216,a,OTU2
plate4.H3,H3,15_12_2015,Det-2,216,a,OTU2
plate4.H4,H4,15_12_2015,Det-2,209,b,OTU1
plate4.H5,H5,15_12_2015,Det-2,200,b,OTU3
plate4.H6,H6,15_12_2015,Det-2,219,a,OTU6
plate4.H8,H8,15_12_2015,Det-2,215,a,OTU1
plate4.H9,H9,15_12_2015,Det-2,215,a,OTU1
plate5.A1,A1,11_12_2015,Eyach,107,a,OTU1
plate5.A10,A10,11_12_2015,Eyach,175,b,OTU1
plate5.A11,A11,11_12_2015,Eyach,171,b,OTU1
plate5.A12,A12,11_12_2015,Eyach,171,b,OTU1
plate5.A2,A2,11_12_2015,Eyach,107,a,OTU1
plate5.A3,A3,11_12_2015,Eyach,160,b,OTU1
plate5.A4,A4,11_12_2015,Eyach,160,b,OTU1
plate5.A5,A5,11_12_2015,Eyach,101,a,OTU3
plate5.A6,A6,11_12_2015,Eyach,97,a,OTU1
plate5.A7,A7,11_12_2015,Eyach,97,a,OTU1
plate5.A8,A8,11_12_2015,Eyach,136,a,OTU1
plate5.A9,A9,11_12_2015,Eyach,111,a,OTU1
plate5.B1,B1,11_12_2015,Eyach,107,a,OTU1
plate5.B10,B10,11_12_2015,Eyach,175,b,OTU1
plate5.B11,B11,11_12_2015,Eyach,171,b,OTU1
plate5.B2,B2,11_12_2015,Eyach,107,a,OTU1
plate5.B3,B3,11_12_2015,Eyach,160,b,OTU1
plate5.B4,B4,11_12_2015,Eyach,160,b,OTU1
plate5.B5,B5,11_12_2015,Eyach,101,a,OTU1
plate5.B6,B6,11_12_2015,Eyach,97,a,OTU1
plate5.B7,B7,11_12_2015,Eyach,97,a,OTU1
plate5.B8,B8,11_12_2015,Eyach,136,a,OTU1
plate5.B9,B9,11_12_2015,Eyach,111,a,OTU1
plate5.C1,C1,11_12_2015,Eyach,116,a,OTU1
plate5.C10,C10,11_12_2015,Eyach,137,a,OTU1
plate5.C2,C2,11_12_2015,Eyach,182,b,OTU1
