strain_name,plate_pos,date_collection,site_collection,plant_num,leaf_num,OTU_assignment
plate5.C3,C3,11_12_2015,Eyach,182,b,OTU1
plate5.C4,C4,11_12_2015,Eyach,139,a,OTU4
plate5.C5,C5,11_12_2015,Eyach,170,b,OTU1
plate5.C6,C6,11_12_2015,Eyach,170,b,OTU1
plate5.C7,C7,11_12_2015,Eyach,159,b,OTU1
plate5.C8,C8,11_12_2015,Eyach,137,a,OTU1
plate5.C9,C9,11_12_2015,Eyach,137,a,OTU1
plate5.D1,D1,11_12_2015,Eyach,116,a,OTU1
plate5.D10,D10,11_12_2015,Eyach,137,a,OTU1
plate5.D12,D12,11_12_2015,Eyach,170,b,OTU1
plate5.D2,D2,11_12_2015,Eyach,182,b,OTU1
plate5.D3,D3,11_12_2015,Eyach,182,b,OTU1
plate5.D4,D4,11_12_2015,Eyach,139,a,OTU1
plate5.D5,D5,11_12_2015,Eyach,170,b,OTU1
plate5.D6,D6,11_12_2015,Eyach,170,b,OTU1
plate5.D7,D7,11_12_2015,Eyach,159,b,OTU1
plate5.D8,D8,11_12_2015,Eyach,137,a,OTU1
plate5.D9,D9,11_12_2015,Eyach,137,a,OTU1
plate5.E1,E1,11_12_2015,Eyach,98,a,OTU1
plate5.E10,E10,11_12_2015,Eyach,106,a,OTU1
plate5.E11,E11,11_12_2015,Eyach,114,a,OTU1
plate5.E12,E12,11_12_2015,Eyach,152,b,OTU1
plate5.E2,E2,11_12_2015,Eyach,98,a,OTU1
plate5.E3,E3,11_12_2015,Eyach,108,a,OTU1
plate5.E4,E4,11_12_2015,Eyach,108,a,OTU1
plate5.E6,E6,11_12_2015,Eyach,135,a,OTU1
plate5.E7,E7,11_12_2015,Eyach,99,a,OTU1
plate5.E8,E8,11_12_2015,Eyach,99,a,OTU1
plate5.E9,E9,11_12_2015,Eyach,106,a,OTU1
plate5.F1,F1,11_12_2015,Eyach,98,a,OTU1
plate5.F10,F10,11_12_2015,Eyach,114,a,OTU1
plate5.F11,F11,11_12_2015,Eyach,108,a,OTU1
plate5.F2,F2,11_12_2015,Eyach,98,a,OTU2
plate5.F3,F3,11_12_2015,Eyach,108,a,OTU1
plate5.F4,F4,11_12_2015,Eyach,108,a,OTU1
plate5.F5,F5,11_12_2015,Eyach,135,a,OTU1
plate5.F6,F6,11_12_2015,Eyach,135,a,OTU1
plate5.F7,F7,11_12_2015,Eyach,99,a,OTU1
plate5.F8,F8,11_12_2015,Eyach,106,a,OTU1
plate5.F9,F9,11_12_2015,Eyach,106,a,OTU1
plate5.G1,G1,11_12_2015,Eyach,114,a,OTU1
plate5.G11,G11,11_12_2015,Eyach,126,a,OTU1
plate5.G12,G12,11_12_2015,Eyach,181,b,OTU1
plate5.G2,G2,11_12_2015,Eyach,93,a,OTU1
plate5.G3,G3,11_12_2015,Eyach,93,a,OTU1
plate5.G4,G4,11_12_2015,Eyach,184,b,OTU1
plate5.G5,G5,11_12_2015,Eyach,119,a,OTU1
plate5.G6,G6,11_12_2015,Eyach,132,a,OTU1
plate5.G7,G7,11_12_2015,Eyach,132,a,OTU1
plate5.G8,G8,11_12_2015,Eyach,134,a,OTU1
plate5.G9,G9,11_12_2015,Eyach,134,a,OTU1
plate5.H1,H1,11_12_2015,Eyach,114,a,OTU1
plate5.H11,H11,11_12_2015,Eyach,126,a,OTU1
plate5.H2,H2,11_12_2015,Eyach,93,a,OTU1
plate5.H4,H4,11_12_2015,Eyach,184,b,OTU1
plate5.H5,H5,11_12_2015,Eyach,119,a,OTU1
plate5.H6,H6,11_12_2015,Eyach,132,a,OTU1
plate5.H7,H7,11_12_2015,Eyach,132,a,OTU1
plate5.H8,H8,11_12_2015,Eyach,134,a,OTU1
plate5.H9,H9,11_12_2015,Eyach,134,a,OTU1
plate6.A1,A1,11_12_2015,Eyach,181,b,OTU1
plate6.A10,A10,11_12_2015,Eyach,155,b,OTU1
plate6.A11,A11,11_12_2015,Eyach,155,b,OTU1
plate6.A5,A5,11_12_2015,Eyach,152,b,OTU1
plate6.A6,A6,11_12_2015,Eyach,152,b,OTU1
plate6.A7,A7,11_12_2015,Eyach,124,a,OTU1
plate6.A8,A8,11_12_2015,Eyach,124,a,OTU1
plate6.A9,A9,11_12_2015,Eyach,155,b,OTU1
plate6.B1,B1,11_12_2015,Eyach,95,a,OTU1
plate6.B10,B10,11_12_2015,Eyach,100,a,OTU1
plate6.B11,B11,11_12_2015,Eyach,100,a,OTU1
plate6.B2,B2,11_12_2015,Eyach,177,b,OTU1
plate6.B3,B3,11_12_2015,Eyach,177,b,OTU1
plate6.B4,B4,11_12_2015,Eyach,113,a,OTU4
plate6.B5,B5,11_12_2015,Eyach,113,a,OTU2
plate6.B6,B6,11_12_2015,Eyach,180,b,OTU1
plate6.B7,B7,11_12_2015,Eyach,180,b,OTU1
plate6.B8,B8,11_12_2015,Eyach,131,a,OTU1
plate6.B9,B9,11_12_2015,Eyach,131,a,OTU1
plate6.C1,C1,11_12_2015,Eyach,95,a,OTU1
plate6.C10,C10,11_12_2015,Eyach,100,a,OTU1
plate6.C11,C11,11_12_2015,Eyach,100,a,OTU1
plate6.C2,C2,11_12_2015,Eyach,177,b,OTU1
plate6.C3,C3,11_12_2015,Eyach,177,b,OTU1
plate6.C4,C4,11_12_2015,Eyach,113,a,OTU4
plate6.C5,C5,11_12_2015,Eyach,113,a,OTU4
plate6.C6,C6,11_12_2015,Eyach,180,b,OTU1
plate6.C7,C7,11_12_2015,Eyach,180,b,OTU1
plate6.C8,C8,11_12_2015,Eyach,131,a,OTU1
plate6.C9,C9,11_12_2015,Eyach,131,a,OTU1
plate6.D1,D1,11_12_2015,Eyach,128,a,OTU1
plate6.D10,D10,11_12_2015,Eyach,173,b,OTU2
plate6.D11,D11,11_12_2015,Eyach,102,a,OTU1
plate6.D2,D2,11_12_2015,Eyach,161,b,OTU1
plate6.D3,D3,11_12_2015,Eyach,133,a,OTU1
plate6.D4,D4,11_12_2015,Eyach,133,a,OTU1
plate6.D5,D5,11_12_2015,Eyach,104,a,OTU1
plate6.D6,D6,11_12_2015,Eyach,176,b,OTU1
plate6.D7,D7,11_12_2015,Eyach,179,b,OTU1
plate6.D8,D8,11_12_2015,Eyach,179,b,OTU1
plate6.D9,D9,11_12_2015,Eyach,173,b,OTU1
plate6.E1,E1,11_12_2015,Eyach,128,a,OTU1
plate6.E10,E10,11_12_2015,Eyach,173,b,OTU1
plate6.E11,E11,11_12_2015,Eyach,102,a,OTU2
plate6.E2,E2,11_12_2015,Eyach,161,b,OTU1
plate6.E3,E3,11_12_2015,Eyach,133,a,OTU1
plate6.E4,E4,11_12_2015,Eyach,133,a,OTU1
plate6.E6,E6,11_12_2015,Eyach,176,b,OTU1
plate6.E7,E7,11_12_2015,Eyach,179,b,OTU1
plate6.E8,E8,11_12_2015,Eyach,179,b,OTU1
plate6.E9,E9,11_12_2015,Eyach,173,b,OTU2
plate6.F1,F1,15_12_2015,Det-2,195,b,OTU2
plate6.F10,F10,15_12_2015,Det-2,191,a,OTU1
plate6.F11,F11,15_12_2015,Det-2,191,a,OTU1
plate6.F12,F12,15_12_2015,Det-2,191,a,OTU1
plate6.F2,F2,15_12_2015,Det-2,195,b,OTU1
plate6.F3,F3,15_12_2015,Det-2,213,b,OTU1
plate6.F4,F4,15_12_2015,Det-2,213,b,OTU1
plate6.F5,F5,15_12_2015,Det-2,213,b,OTU1
plate6.F8,F8,15_12_2015,Det-2,222,a,OTU1
plate6.F9,F9,15_12_2015,Det-2,191,a,OTU1
plate6.G1,G1,15_12_2015,Det-2,193,a,OTU3
plate6.G10,G10,15_12_2015,Det-2,189,a,OTU2
plate6.G2,G2,15_12_2015,Det-2,216,a,OTU3
plate6.G3,G3,15_12_2015,Det-2,216,a,OTU4
plate6.G4,G4,15_12_2015,Det-2,209,b,OTU1
plate6.G5,G5,15_12_2015,Det-2,200,b,OTU1
plate6.G6,G6,15_12_2015,Det-2,219,a,OTU6
plate6.G8,G8,15_12_2015,Det-2,215,a,OTU1
plate6.G9,G9,15_12_2015,Det-2,215,a,OTU1
plate6.H1,H1,15_12_2015,Det-2,216,a,OTU1
plate6.H10,H10,11_12_2015,Eyach,155,b,OTU1
plate6.H11,H11,11_12_2015,Eyach,155,b,OTU1
plate6.H2,H2,15_12_2015,Det-2,216,a,OTU8
plate6.H5,H5,15_12_2015,Det-2,189,a,OTU4
plate6.H6,H6,15_12_2015,Det-2,205,b,OTU1
plate6.H7,H7,11_12_2015,Eyach,124,a,OTU1
plate6.H8,H8,11_12_2015,Eyach,124,a,OTU1
plate6.H9,H9,11_12_2015,Eyach,155,b,OTU1
plate7.A1,A1,11_12_2015,Eyach,107,a,OTU1
plate7.A10,A10,11_12_2015,Eyach,175,b,OTU1
plate7.A11,A11,11_12_2015,Eyach,171,b,OTU1
plate7.A12,A12,11_12_2015,Eyach,171,b,OTU1
plate7.A2,A2,11_12_2015,Eyach,107,a,OTU1
plate7.A3,A3,11_12_2015,Eyach,160,b,OTU1
plate7.A4,A4,11_12_2015,Eyach,160,b,OTU1
plate7.A5,A5,11_12_2015,Eyach,101,a,OTU1
plate7.A6,A6,11_12_2015,Eyach,97,a,OTU1
plate7.A7,A7,11_12_2015,Eyach,97,a,OTU1
plate7.A8,A8,11_12_2015,Eyach,136,a,OTU1
plate7.A9,A9,11_12_2015,Eyach,111,a,OTU3
plate7.B1,B1,11_12_2015,Eyach,107,a,OTU1
plate7.B10,B10,11_12_2015,Eyach,175,b,OTU1
plate7.B11,B11,11_12_2015,Eyach,171,b,OTU1
plate7.B2,B2,11_12_2015,Eyach,107,a,OTU1
plate7.B3,B3,11_12_2015,Eyach,160,b,OTU1
plate7.B4,B4,11_12_2015,Eyach,160,b,OTU1
plate7.B5,B5,11_12_2015,Eyach,101,a,OTU1
plate7.B6,B6,11_12_2015,Eyach,97,a,OTU1
plate7.B7,B7,11_12_2015,Eyach,97,a,OTU1
plate7.B8,B8,11_12_2015,Eyach,136,a,OTU1
plate7.C1,C1,11_12_2015,Eyach,116,a,OTU1
plate7.C12,C12,11_12_2015,Eyach,155,b,OTU1
plate7.C2,C2,11_12_2015,Eyach,182,b,OTU1
plate7.C3,C3,11_12_2015,Eyach,182,b,OTU1
plate7.C4,C4,11_12_2015,Eyach,144,b,OTU1
plate7.C5,C5,11_12_2015,Eyach,139,a,OTU1
plate7.C6,C6,11_12_2015,Eyach,170,b,OTU1
plate7.C7,C7,11_12_2015,Eyach,170,b,OTU1
plate7.C8,C8,11_12_2015,Eyach,159,b,OTU1
plate7.C9,C9,11_12_2015,Eyach,137,a,OTU1
plate7.D1,D1,11_12_2015,Eyach,116,a,OTU1
plate7.D10,D10,11_12_2015,Eyach,137,a,OTU1
plate7.D12,D12,11_12_2015,Eyach,155,b,OTU1
plate7.D2,D2,11_12_2015,Eyach,182,b,OTU1
plate7.D3,D3,11_12_2015,Eyach,182,b,OTU1
plate7.D4,D4,11_12_2015,Eyach,139,a,OTU1
plate7.D5,D5,11_12_2015,Eyach,170,b,OTU1
plate7.D6,D6,11_12_2015,Eyach,170,b,OTU1
plate7.D7,D7,11_12_2015,Eyach,159,b,OTU1
plate7.D8,D8,11_12_2015,Eyach,137,a,OTU1
plate7.D9,D9,11_12_2015,Eyach,137,a,OTU1
plate7.E1,E1,11_12_2015,Eyach,98,a,OTU1
plate7.E10,E10,11_12_2015,Eyach,152,b,OTU1
plate7.E11,E11,11_12_2015,Eyach,124,a,OTU1
plate7.E12,E12,11_12_2015,Eyach,155,b,OTU1
plate7.E2,E2,11_12_2015,Eyach,98,a,OTU2
plate7.E3,E3,11_12_2015,Eyach,108,a,OTU1
plate7.E4,E4,11_12_2015,Eyach,123,a,OTU1
plate7.E5,E5,11_12_2015,Eyach,99,a,OTU1
plate7.E6,E6,11_12_2015,Eyach,99,a,OTU1
plate7.E7,E7,11_12_2015,Eyach,130,a,OTU1
plate7.E8,E8,11_12_2015,Eyach,106,a,OTU1
plate7.E9,E9,11_12_2015,Eyach,114,a,OTU1
plate7.F1,F1,11_12_2015,Eyach,98,a,OTU1
plate7.F10,F10,11_12_2015,Eyach,106,a,OTU1
plate7.F12,F12,11_12_2015,Eyach,152,b,OTU1
plate7.F2,F2,11_12_2015,Eyach,98,a,OTU2
plate7.F3,F3,11_12_2015,Eyach,108,a,OTU1
plate7.F4,F4,11_12_2015,Eyach,123,a,OTU1
plate7.F5,F5,11_12_2015,Eyach,135,a,OTU1
plate7.F6,F6,11_12_2015,Eyach,99,a,OTU1
plate7.F7,F7,11_12_2015,Eyach,99,a,OTU1
plate7.F9,F9,11_12_2015,Eyach,106,a,OTU1
plate7.G1,G1,11_12_2015,Eyach,158,b,OTU1
plate7.G11,G11,11_12_2015,Eyach,126,a,OTU1
plate7.G2,G2,11_12_2015,Eyach,93,a,OTU1
plate7.G3,G3,11_12_2015,Eyach,93,a,OTU1
plate7.G4,G4,11_12_2015,Eyach,184,b,OTU1
plate7.G5,G5,11_12_2015,Eyach,119,a,OTU1
plate7.G6,G6,11_12_2015,Eyach,132,a,OTU1
plate7.G7,G7,11_12_2015,Eyach,132,a,OTU1
plate7.G8,G8,11_12_2015,Eyach,134,a,OTU1
plate7.G9,G9,11_12_2015,Eyach,134,a,OTU4
plate7.H1,H1,11_12_2015,Eyach,158,b,OTU1
plate7.H10,H10,11_12_2015,Eyach,126,a,OTU1
plate7.H11,H11,11_12_2015,Eyach,158,b,OTU1
plate7.H2,H2,11_12_2015,Eyach,93,a,OTU1
plate7.H3,H3,11_12_2015,Eyach,93,a,OTU1
plate7.H4,H4,11_12_2015,Eyach,184,b,OTU1
plate7.H5,H5,11_12_2015,Eyach,119,a,OTU1
plate7.H6,H6,11_12_2015,Eyach,132,a,OTU1
plate7.H7,H7,11_12_2015,Eyach,132,a,OTU1
plate7.H8,H8,11_12_2015,Eyach,134,a,OTU1
plate7.H9,H9,11_12_2015,Eyach,134,a,OTU4
plate8.A1,A1,11_12_2015,Eyach,181,b,OTU1
plate8.A10,A10,11_12_2015,Eyach,155,b,OTU1
plate8.A11,A11,11_12_2015,Eyach,155,b,OTU1
plate8.A2,A2,11_12_2015,Eyach,142,b,OTU9
plate8.A5,A5,11_12_2015,Eyach,152,b,OTU1
plate8.A7,A7,11_12_2015,Eyach,124,a,OTU1
plate8.A8,A8,11_12_2015,Eyach,124,a,OTU2
plate8.A9,A9,11_12_2015,Eyach,155,b,OTU1
plate8.B2,B2,11_12_2015,Eyach,177,b,OTU1
plate8.B3,B3,11_12_2015,Eyach,177,b,OTU1
plate8.B4,B4,11_12_2015,Eyach,180,b,OTU2
plate8.B5,B5,11_12_2015,Eyach,180,b,OTU1
plate8.B6,B6,11_12_2015,Eyach,131,a,OTU1
plate8.B7,B7,11_12_2015,Eyach,131,a,OTU1
plate8.B8,B8,11_12_2015,Eyach,100,a,OTU1
plate8.B9,B9,11_12_2015,Eyach,100,a,OTU1
plate8.C1,C1,11_12_2015,Eyach,95,a,OTU1
plate8.C2,C2,11_12_2015,Eyach,177,b,OTU1
plate8.C3,C3,11_12_2015,Eyach,177,b,OTU1
plate8.C4,C4,11_12_2015,Eyach,113,a,OTU1
plate8.C5,C5,11_12_2015,Eyach,180,b,OTU2
plate8.C6,C6,11_12_2015,Eyach,180,b,OTU1
plate8.C7,C7,11_12_2015,Eyach,131,a,OTU1
plate8.C8,C8,11_12_2015,Eyach,131,a,OTU1
plate8.C9,C9,11_12_2015,Eyach,100,a,OTU1
plate8.D1,D1,11_12_2015,Eyach,128,a,OTU1
plate8.D10,D10,11_12_2015,Eyach,173,b,OTU2
plate8.D11,D11,11_12_2015,Eyach,102,a,OTU2
plate8.D2,D2,11_12_2015,Eyach,161,b,OTU1
plate8.D3,D3,11_12_2015,Eyach,133,a,OTU2
plate8.D4,D4,11_12_2015,Eyach,133,a,OTU2
plate8.D5,D5,11_12_2015,Eyach,176,b,OTU1
plate8.D6,D6,11_12_2015,Eyach,176,b,OTU1
plate8.D8,D8,11_12_2015,Eyach,179,b,OTU1
plate8.D9,D9,11_12_2015,Eyach,173,b,OTU1
plate8.E1,E1,11_12_2015,Eyach,128,a,OTU1
plate8.E10,E10,11_12_2015,Eyach,173,b,OTU1
plate8.E11,E11,11_12_2015,Eyach,102,a,OTU2
plate8.E2,E2,11_12_2015,Eyach,161,b,OTU1
plate8.E3,E3,11_12_2015,Eyach,133,a,OTU2
plate8.E4,E4,11_12_2015,Eyach,133,a,OTU1
plate8.E5,E5,11_12_2015,Eyach,176,b,OTU1
plate8.E6,E6,11_12_2015,Eyach,176,b,OTU1
plate8.E7,E7,11_12_2015,Eyach,179,b,OTU1
plate8.E8,E8,11_12_2015,Eyach,179,b,OTU1
plate8.E9,E9,11_12_2015,Eyach,173,b,OTU1
plate8.F1,F1,15_12_2015,Det-2,195,b,OTU1
plate8.F10,F10,15_12_2015,Det-2,191,a,OTU1
plate8.F11,F11,15_12_2015,Det-2,191,a,OTU1
plate8.F12,F12,15_12_2015,Det-2,191,a,OTU1
plate8.F2,F2,15_12_2015,Det-2,195,b,OTU1
plate8.F3,F3,15_12_2015,Det-2,213,b,OTU1
plate8.F4,F4,15_12_2015,Det-2,213,b,OTU1
plate8.F5,F5,15_12_2015,Det-2,213,b,OTU1
plate8.F8,F8,15_12_2015,Det-2,222,a,OTU1
plate8.G1,G1,15_12_2015,Det-2,193,a,OTU3
plate8.G10,G10,15_12_2015,Det-2,205,b,OTU2
plate8.G2,G2,15_12_2015,Det-2,216,a,OTU3
plate8.G3,G3,15_12_2015,Det-2,209,b,OTU1
plate8.G4,G4,15_12_2015,Det-2,200,b,OTU3
plate8.G5,G5,15_12_2015,Det-2,219,a,OTU3
plate8.G6,G6,15_12_2015,Det-2,211,b,OTU1
plate8.G7,G7,15_12_2015,Det-2,215,a,OTU1
plate8.G8,G8,15_12_2015,Det-2,213,b,OTU3
plate8.G9,G9,15_12_2015,Det-2,189,a,OTU2
plate8.H1,H1,15_12_2015,Det-2,193,a,OTU3
plate8.H2,H2,15_12_2015,Det-2,216,a,OTU3
plate8.H3,H3,15_12_2015,Det-2,216,a,OTU2
plate8.H4,H4,15_12_2015,Det-2,209,b,OTU1
plate8.H5,H5,15_12_2015,Det-2,200,b,OTU3
plate8.H6,H6,15_12_2015,Det-2,219,a,OTU3
plate8.H7,H7,15_12_2015,Det-2,211,b,OTU1
plate8.H8,H8,15_12_2015,Det-2,215,a,OTU1
plate8.H9,H9,15_12_2015,Det-2,213,b,OTU3
plate9.A1,A1,11_12_2015,Eyach,107,a,OTU1
plate9.A10,A10,11_12_2015,Eyach,175,b,OTU1
plate9.A11,A11,11_12_2015,Eyach,171,b,OTU1
plate9.A2,A2,15_12_2015,Det-2,216,a,OTU1
plate9.A3,A3,15_12_2015,Det-2,216,a,OTU1
plate9.A4,A4,11_12_2015,Eyach,160,b,OTU1
plate9.A5,A5,11_12_2015,Eyach,101,a,OTU1
plate9.A6,A6,11_12_2015,Eyach,97,a,OTU1
plate9.A7,A7,11_12_2015,Eyach,97,a,OTU1
plate9.A8,A8,11_12_2015,Eyach,136,a,OTU1
plate9.A9,A9,11_12_2015,Eyach,149,b,OTU1
plate9.B1,B1,11_12_2015,Eyach,107,a,OTU1
plate9.B10,B10,11_12_2015,Eyach,175,b,OTU1
plate9.B11,B11,11_12_2015,Eyach,171,b,OTU1
plate9.B12,B12,11_12_2015,Eyach,124,a,OTU1
plate9.B2,B2,11_12_2015,Eyach,107,a,OTU1
plate9.B3,B3,11_12_2015,Eyach,160,b,OTU1
plate9.B4,B4,11_12_2015,Eyach,160,b,OTU1
plate9.B5,B5,11_12_2015,Eyach,101,a,OTU1
plate9.B6,B6,11_12_2015,Eyach,97,a,OTU1
plate9.B7,B7,11_12_2015,Eyach,97,a,OTU1
plate9.B8,B8,11_12_2015,Eyach,136,a,OTU1
plate9.B9,B9,11_12_2015,Eyach,149,b,OTU1
plate9.C1,C1,11_12_2015,Eyach,116,a,OTU1
plate9.C10,C10,11_12_2015,Eyach,137,a,OTU1
plate9.C11,C11,11_12_2015,Eyach,152,b,OTU1
plate9.C12,C12,11_12_2015,Eyach,124,a,OTU1
plate9.C2,C2,11_12_2015,Eyach,182,b,OTU1
plate9.C3,C3,11_12_2015,Eyach,182,b,OTU1
plate9.C4,C4,11_12_2015,Eyach,139,a,OTU7
plate9.C5,C5,11_12_2015,Eyach,170,b,OTU1
plate9.C6,C6,11_12_2015,Eyach,170,b,OTU1
plate9.C7,C7,11_12_2015,Eyach,159,b,OTU1
plate9.C8,C8,11_12_2015,Eyach,137,a,OTU1
plate9.C9,C9,11_12_2015,Eyach,137,a,OTU1
plate9.D1,D1,11_12_2015,Eyach,116,a,OTU1
plate9.D10,D10,11_12_2015,Eyach,137,a,OTU3
plate9.D12,D12,11_12_2015,Eyach,152,b,OTU1
plate9.D2,D2,11_12_2015,Eyach,182,b,OTU1
plate9.D3,D3,11_12_2015,Eyach,182,b,OTU1
plate9.D4,D4,11_12_2015,Eyach,139,a,OTU4
plate9.D5,D5,11_12_2015,Eyach,170,b,OTU1
plate9.D6,D6,11_12_2015,Eyach,170,b,OTU1
plate9.D7,D7,11_12_2015,Eyach,159,b,OTU1
plate9.D8,D8,11_12_2015,Eyach,137,a,OTU1
plate9.D9,D9,11_12_2015,Eyach,137,a,OTU1
plate9.E1,E1,11_12_2015,Eyach,98,a,OTU1
plate9.E10,E10,11_12_2015,Eyach,114,a,OTU1
plate9.E11,E11,11_12_2015,Eyach,114,a,OTU1
plate9.E2,E2,11_12_2015,Eyach,108,a,OTU1
plate9.E3,E3,11_12_2015,Eyach,108,a,OTU1
plate9.E4,E4,11_12_2015,Eyach,123,a,OTU1
plate9.E5,E5,11_12_2015,Eyach,135,a,OTU1
plate9.E6,E6,11_12_2015,Eyach,99,a,OTU1
plate9.E7,E7,11_12_2015,Eyach,99,a,OTU1
plate9.E8,E8,11_12_2015,Eyach,115,a,OTU1
plate9.E9,E9,11_12_2015,Eyach,106,a,OTU1
plate9.F1,F1,11_12_2015,Eyach,98,a,OTU1
plate9.F10,F10,11_12_2015,Eyach,114,a,OTU1
plate9.F11,F11,11_12_2015,Eyach,114,a,OTU1
plate9.F2,F2,11_12_2015,Eyach,108,a,OTU1
plate9.F3,F3,11_12_2015,Eyach,108,a,OTU1
plate9.F4,F4,11_12_2015,Eyach,123,a,OTU1
plate9.F5,F5,11_12_2015,Eyach,135,a,OTU1
plate9.F6,F6,11_12_2015,Eyach,99,a,OTU1
plate9.F7,F7,11_12_2015,Eyach,99,a,OTU1
plate9.F8,F8,11_12_2015,Eyach,115,a,OTU1
plate9.F9,F9,11_12_2015,Eyach,106,a,OTU1
plate9.G1,G1,11_12_2015,Eyach,158,b,OTU1
plate9.G10,G10,11_12_2015,Eyach,126,a,OTU1
plate9.G12,G12,11_12_2015,Eyach,142,b,OTU1
plate9.G2,G2,11_12_2015,Eyach,93,a,OTU1
plate9.G3,G3,11_12_2015,Eyach,93,a,OTU1
plate9.G4,G4,11_12_2015,Eyach,184,b,OTU1
plate9.G5,G5,11_12_2015,Eyach,119,a,OTU1
plate9.G6,G6,11_12_2015,Eyach,132,a,OTU1
plate9.G7,G7,11_12_2015,Eyach,134,a,OTU1
plate9.G8,G8,11_12_2015,Eyach,134,a,OTU1
plate9.H1,H1,11_12_2015,Eyach,158,b,OTU1
plate9.H10,H10,11_12_2015,Eyach,126,a,OTU4
plate9.H2,H2,11_12_2015,Eyach,93,a,OTU1
plate9.H3,H3,11_12_2015,Eyach,93,a,OTU1
plate9.H4,H4,11_12_2015,Eyach,184,b,OTU1
plate9.H5,H5,11_12_2015,Eyach,132,a,OTU1
plate9.H6,H6,11_12_2015,Eyach,134,a,OTU1
plate9.H7,H7,11_12_2015,Eyach,134,a,OTU1
plate9.H8,H8,11_12_2015,Eyach,134,a,OTU4
plate9.H9,H9,11_12_2015,Eyach,172,b,OTU4